Title,Authors,DOI,DOI link,Venue,Citation count,Year,Adult Population,"Reasoning for ""Adult Population""",Population Type,"Reasoning for ""Population Type""",Medication Type,"Reasoning for ""Medication Type""",Control Group,"Reasoning for ""Control Group""",Outcome Reporting,"Reasoning for ""Outcome Reporting""",Study Design,"Reasoning for ""Study Design""",Intervention Documentation,"Reasoning for ""Intervention Documentation""",Subject size,"Reasoning for ""Subject size""",Screening judgement,"Reasoning for ""Screening judgement""",Screening score
A comparison of the cone beam computed tomography findings in medication-related osteonecrosis of the jaws related to denosumab versus bisphosphonates: an observational pilot study.,"S. Pichardo, Frans W. Ten Broek, M. Fiocco, N. Appelman‐Dijkstra, J. V. van Merkesteyn",10.1016/j.oooo.2019.09.010,https://doi.org/10.1016/j.oooo.2019.09.010,"Oral surgery, oral medicine, oral pathology and oral radiology",15,2019,maybe,The abstract doesn't explicitly state the age range of participants or confirm osteoporosis diagnosis.,maybe,The abstract doesn't specify whether patients had cancer or bone metastases.,maybe,"The study examines denosumab, but it's not explicitly stated whether it's oral Prolia. However, given the context and comparison with bisphosphonates, it's likely referring to Prolia.",no,The study does not include a control group of patients not taking anti-resorptive medications. It only compares denosumab vs. bisphosphonate users.,yes,The study reports MRONJ incidence and uses CBCT for clear diagnostic criteria.,yes,This appears to be a retrospective cohort study comparing two groups of patients.,no,The abstract doesn't mention specific dental procedures or follow-up periods. It focuses on radiographic characteristics rather than dental interventions.,no,"The study only includes 34 patients (17 denosumab, 17 bisphosphonates), which falls well below the required 100 patients.",Include,"The study falls short of multiple screening criteria, particularly the required subject size of 100 patients, with only 34 participants examined. Critical limitations include the absence of a control group, unclear population characteristics, and lack of documentation for specific dental procedures. While the research explores denosumab-related osteonecrosis, it does not comprehensively meet the established screening requirements.",2.5
"Medication-Related Osteonecrosis of the Jaw: A Cross-Sectional Survey among Urologists in Switzerland, Germany, and Austria","Salvatore Calderaro, K. Bausch, Céline Tourbier, C. Wetterauer, F. Thieringer, B. Berg",10.3390/jcm12020638,https://doi.org/10.3390/jcm12020638,Journal of Clinical Medicine,3,2023,no,The study does not directly involve patients with osteoporosis. It focuses on urologists' practices regarding patients with cancer-related conditions.,no,"The study specifically focuses on patients with cancer (prostate cancer) and bone metastases, which is explicitly excluded by the criteria.",no,"The study does not specifically examine oral administered Denosumab (Prolia) for osteoporosis treatment. Instead, it focuses on denosumab use in urology for cancer-related conditions.",no,The study does not include patient groups or control groups. It is a survey of healthcare providers.,no,"While MRONJ is discussed, the study does not report MRONJ incidence with clear diagnostic criteria. It only reports urologists' knowledge and practices regarding MRONJ.",no,"The study is a postal survey of urologists, not a randomized controlled trial, prospective/retrospective cohort study, or case-control study.",no,The study does not document specific dental procedures or follow-up periods. It only discusses preventive dental screenings in general terms.,no,"The study involves 176 urologists responding to a survey, not a clinical study of over 100 patients.",Exclude,"The study fundamentally fails to meet the screening criteria, as it is a survey of urologists rather than a clinical study of osteoporosis patients receiving denosumab. The research focuses on cancer-related conditions and healthcare provider knowledge, completely diverging from the specified requirements for patient population, study design, and intervention documentation. No aspect of the study aligns with the predefined screening criteria for inclusion.",0.1
"Anti-resorptive medications and periodontitis: critical appraisal, clinical management and ONJ risk","L. Barbato, L. Landi, Nicola Discepoli, G. Oteri, A. Carrassi, N. M. Sforza, F. Cairo",10.57582/ijbf.240401.016,https://doi.org/10.57582/ijbf.240401.016,International Journal of Bone Fragility,0,2024,no,The abstract doesn't explicitly specify the age range of the population studied.,no,The abstract doesn't explicitly state whether the population is free from cancer and bone metastases.,maybe,"The abstract mentions denosumab but only as one of several anti-resorptive medications discussed, and it is not specifically focused on oral denosumab (Prolia) for osteoporosis treatment.",no,The abstract does not mention any control groups.,no,"While MRONJ is discussed, the abstract doesn't indicate that the paper reports specific incidence rates with clear diagnostic criteria. It appears to be more focused on general risk assessment and clinical recommendations.",no,"This appears to be a narrative review rather than a primary research study (RCT, cohort, or case-control).",no,"While dental procedures are mentioned (periodontitis treatment), the abstract doesn't specify a follow-up period or detailed documentation of procedures.",no,"The abstract does not mention any specific subject size, which is a significant missing piece of information.",Exclude,"The narrative review fails to meet multiple critical screening criteria, including lack of a defined subject size, absence of a control group, and missing specific outcome reporting. While discussing anti-resorptive medications and MRONJ, the manuscript does not qualify as a primary research study with the required methodological rigor. Key population characteristics and intervention details are insufficiently documented to satisfy the comprehensive screening requirements.",1.4
Influence of prostate cancer status on the prevalence of medication-related osteonecrosis of the jaw.,"T. Yasui, Moemi Kimura, H. Nagamine, Shosuke Yajima, T. Karube, Hitoshi Sato, S. Asoda, S. Hara, Katsuhiro Onizawa",10.1016/j.oooo.2020.12.018,https://doi.org/10.1016/j.oooo.2020.12.018,"Oral surgery, oral medicine, oral pathology and oral radiology",2,2020,yes,"While the population is likely adult (given it's prostate cancer patients), the abstract doesn't explicitly state the age range. However, this can be reasonably assumed to meet the criterion.",no,"The study specifically focuses on patients with prostate cancer and bone metastasis, which explicitly fails this criterion as the population should be free from cancer and bone metastases.",no,"The study includes denosumab, but it's not specifically Prolia for osteoporosis treatment. Instead, it's used for prostate cancer with bone metastasis, which fails to meet the criterion.",no,"The abstract doesn't mention a control group of patients not taking anti-resorptive medications. The comparison is between different treatments (zoledronic acid vs. denosumab), which fails to meet the criterion.",maybe,"The study does report ONJ incidence and mentions dental extractions, but it's not clear if there are specific diagnostic criteria mentioned, which partially meets the criterion.",yes,"The study is described as a ""single-center, retrospective, observational study,"" which meets the criterion as it falls under the retrospective cohort study category.",maybe,"The study mentions dental extractions and documents a follow-up period (January 2012 to March 2020), partially meeting this criterion.",yes,"The study includes 113 patients, which meets the criterion of >100 patients.",Exclude,"The study focuses on prostate cancer patients with bone metastasis, which fundamentally conflicts with the screening criteria requiring a cancer-free population. Critical deviations include the use of denosumab for cancer treatment rather than osteoporosis, absence of a non-medicated control group, and a patient population with active cancer. These significant discrepancies render the study non-compliant with the established screening requirements.",0.1
Medication-related osteonecrosis of the jaw and the role of the doctor of dental surgery: a literature review,"Juliana Lima de Oliveira Amorim Cabral, Susana Braga Santoro Santiago, Nicole Serqueira da Silva, Livia Cristina Buriche Ferreira da Silva, C. Silva-Boghossian, I. Tuñas",10.33448/rsd-v12i4.41284,https://doi.org/10.33448/rsd-v12i4.41284,"Research, Society and Development",0,2023,maybe,"The population age is not specified, so it cannot be confirmed if the study exclusively involves adult patients (≥18 years) with diagnosed osteoporosis.",maybe,"There is no mention of cancer or bone metastases status, so it cannot be confirmed if the study population is free from these conditions.",no,"The abstract discusses antiresorptive drugs and bisphosphonates generally, but does not specifically mention Denosumab (Prolia). Therefore, the study does not examine oral administered Denosumab (Prolia) for osteoporosis treatment.",no,"No control group is mentioned, as this is a review of management practices rather than an interventional study.",no,"While MRONJ is discussed, this paper focuses on management and prevention, and does not report specific incidence rates.",no,"This is a literature review/systematic review, not a randomized controlled trial, prospective/retrospective cohort study, or case-control study.",no,"While dental procedures are mentioned generally, this is not a study documenting specific procedures and follow-up.",no,"This is a literature review, not a primary study, and no specific subject size is mentioned. Therefore, the subject size is not over 100 patients.",Exclude,"This literature review fails to meet multiple critical screening criteria, including specific medication type, study design, subject size, and outcome reporting. The paper focuses on dental management of MRONJ rather than a primary research study examining Denosumab's effects, rendering it non-compliant with the established screening requirements. Consequently, the abstract does not provide the necessary evidence to satisfy the predefined research parameters.",0.1
Cross-Sectional Study of four Serological Bone Turnover Markers for the Risk Assessment of Medication-Related Osteonecrosis of the Jaw,"André Peisker, G. Raschke, Mina D Fahmy, A. Guentsch, Korosh Roshanghias, K. König, S. Schultze–Mosgau",10.1097/SCS.0000000000004224,https://doi.org/10.1097/SCS.0000000000004224,The Journal of craniofacial surgery (Print),14,2017,no,The abstract doesn't specify the age range of participants or confirm that all patients had diagnosed osteoporosis.,no,There's no mention of whether patients with cancer or bone metastases were excluded.,maybe,"The abstract mentions both bisphosphonates and denosumab, but does not specify which patients received which medication. This creates significant uncertainty about whether the study specifically examines oral denosumab (Prolia).",no,"The control group consists of patients ""who have been on antiresorptive therapies with no occurrence of MRONJ."" This doesn't meet the criterion of a control group not taking anti-resorptive medications.",no,"While MRONJ is the primary outcome, the study focuses on biochemical markers rather than reporting MRONJ incidence following dental procedures. The abstract doesn't mention specific dental procedures or diagnostic criteria.",no,"The study is described as a ""2-arm cross-sectional study,"" which doesn't match any of the required study designs (RCT, cohort, or case-control).",no,"The abstract mentions ""invasive oral surgery"" but doesn't specify the types of procedures or document a follow-up period.",no,"The study only includes 40 total patients (20 MRONJ cases and 20 controls), which falls well below the required minimum of 100 patients.",Exclude,"The study fails to meet multiple critical screening criteria, including insufficient sample size, inappropriate study design, and lack of a true control group. Significant methodological limitations exist, particularly around medication type, population characteristics, and outcome reporting. The research does not align with the required systematic review parameters for comprehensive analysis of medication-related osteonecrosis of the jaw.",1.4
Jaw osteonecrosis in patients treated with denosumab 120 mg with regular dental monitoring: 4-year retrospective study,"Sophie Beaudouin, Lucie-Marie Scailteux, C. Lefeuvre, Romain Gamby, Sophie Cairon-Lejeune",10.1051/mbcb/2021035,https://doi.org/10.1051/mbcb/2021035,Journal of Oral Medicine and Oral Surgery,3,2021,yes,The study explicitly includes patients ≥18 years old with osteoporosis (implied by denosumab treatment).,maybe,"The abstract doesn't explicitly state whether patients with cancer or bone metastases were excluded, creating some uncertainty.",yes,"The study explicitly examines denosumab 120mg (Prolia) for osteoporosis treatment, which meets the criterion for medication type.",no,"The abstract does not mention a control group of patients not taking anti-resorptive medications, as all patients received denosumab.",yes,The study clearly reports MRONJ incidence with diagnostic criteria (stages 0 and 1) and provides specific incidence rates.,yes,"The abstract explicitly states that this is a retrospective study, which is one of the accepted study designs.",maybe,"While the study documents regular dental monitoring every 4 months, it doesn't explicitly detail specific dental procedures. However, it does specify the follow-up period.",yes,"The study includes 251 patients, which is well above the minimum requirement of 100 patients.",Include,"A retrospective study of 251 adult patients receiving denosumab 120mg demonstrates clear documentation of MRONJ incidence and diagnostic criteria, with comprehensive follow-up monitoring. However, the absence of a control group and uncertainty regarding cancer exclusion represent significant limitations in meeting all systematic review screening criteria. The study provides valuable insights into dental monitoring for denosumab patients but falls short of complete methodological requirements.",2.9
UTILITY OF BIOMARKERS IN PREDICTING THE DEVELOPMENT OF MEDICATION-RELATED OSTEONECROSIS OF THE JAWS: A SCOPING REVIEW,"G. Matus, Antonio Mancilla, René Martinez, Maureen Marshall, Juan Pablo Aravena, María José Quijarro, Víctor Moraga",10.1016/j.ajoms.2023.09.001,https://doi.org/10.1016/j.ajoms.2023.09.001,Journal of Oral and Maxillofacial Surgery Medicine and Pathology,0,2023,maybe,The abstract doesn't specify the age range of the populations studied.,maybe,The abstract doesn't specify whether the populations studied were free from cancer and bone metastases.,no,"The abstract discusses antiresorptive drugs broadly but does not specifically mention Denosumab (Prolia). It appears to be a review of biomarkers for MRONJ in general, not specifically focused on Denosumab.",no,The abstract doesn't mention any control groups as this is a review of biomarkers rather than an interventional study.,no,"While MRONJ is the focus, the abstract doesn't report specific incidence rates or diagnostic criteria. Instead, it focuses on biomarkers that might predict MRONJ.",no,"This is a scoping review, not a primary research study of any of the specified designs (RCT, cohort, or case-control).",no,"While the abstract mentions ""oral surgical procedures,"" it doesn't document specific dental procedures or follow-up periods.",maybe,"This is a scoping review that analyzed 9 articles, but the abstract doesn't specify the total number of patients included in the analysis.",Exclude,"This scoping review of biomarkers for medication-related osteonecrosis of the jaw fails to meet multiple critical screening criteria, including specific medication type, study design, and outcome reporting. The paper does not focus on Denosumab, lacks a control group, and does not provide clear diagnostic criteria or intervention documentation, rendering it unsuitable for the systematic review.",0.1
Risk factors of medication-related osteonecrosis of the jaw: a retrospective study in a Turkish subpopulation,"O. Şahin, O. Odabaşı, Toghrul Aliyev, B. Tatar",10.5125/jkaoms.2019.45.2.108,https://doi.org/10.5125/jkaoms.2019.45.2.108,Journal of the Korean Association of Oral and Maxillofacial Surgeons,12,2019,maybe,"While not explicitly stated, the context suggests an adult population, but the osteoporosis diagnosis is only mentioned for Group II, which partially meets this criterion.",no,"The study explicitly includes cancer patients (Group I), which is a clear violation of this criterion.",no,"The study examines bisphosphonates, not Denosumab (Prolia), which is a clear failure of this critical criterion.",no,"There is no mention of a control group, and the study compares two groups of patients both taking medications, which fails this criterion.",maybe,"The study reports MRONJ incidence with a clear staging system (AAOMS), but does not specifically mention following dental procedures, which partially meets this criterion.",yes,"The study appears to be a retrospective cohort study based on medical records, which meets the study design criterion.",no,"There is no mention of specific dental procedures or a follow-up period, which fails this criterion.",no,"The study includes 52 patients, which is below the required minimum of 100 patients.",Exclude,"The study fails critical screening criteria by examining bisphosphonates instead of Denosumab, having a sample size below 100 patients, and including cancer patients. Multiple methodological limitations, including lack of a control group and absence of specific dental procedure documentation, further disqualify the study from meeting the systematic review requirements.",0.1
MEDICATION-RELATED OSTEONECROSIS OF THE JAW AFTER A SINGLE DOSE OF DENOSUMAB,"Helena Santos, Maria Fernanda Calazans, A. L. Roza, Elllen Brilhante De Albuquerque Cortezzi, Bruno Augusto Benevenuto Andrade, M. Romañach, M. Agostini",10.1016/j.oooo.2019.06.294,https://doi.org/10.1016/j.oooo.2019.06.294,"Oral surgery, oral medicine, oral pathology and oral radiology",0,2020,yes,The patient is 85 years old with diagnosed osteoporosis.,yes,"The patient appears to be free from cancer and bone metastases, as this is specifically mentioned as an osteoporosis case.",no,"The study examines Denosumab (Prolia 60mg), but it is administered subcutaneously, not orally, which is a critical mismatch with the criteria.",no,"As a case report, there is no control group.",yes,"The study does report MRONJ incidence with clear diagnostic criteria (painful fistula, purulent secretion, bony sequestrum confirmed by CT).",no,"This is a case report, which does not meet the required study designs (RCT, cohort, or case-control).",yes,"The study documents a specific follow-up period (1 year) and mentions dental procedures (though not explicitly stated, the presence of a fistula in the mandible implies dental involvement).",no,"This is a single case report of one patient, far below the required minimum of 100 patients.",Exclude,"A single case report of an 85-year-old patient with osteoporosis fails to meet multiple critical screening criteria, including required subject size, study design, and medication administration route. The study lacks a control group and does not align with the systematic review's methodological requirements for inclusion. Despite documenting MRONJ incidence and patient follow-up, the fundamental design limitations disqualify the paper from further consideration.",0.1
"Review of: ""A SINGLE REFERENCE CENTER, 2 YEARS RETROSPECTIVE STUDY ON THE RISK FACTORS ASSOCIATED WITH ANTI-RESORPTIVE MEDICATION-RELATED OSTEONECROSIS OF THE JAWS IN OSTEOPOROTIC AND ONCOLOGICAL PATIENTS""",D. Bondi,10.32388/4HM3OT,https://doi.org/10.32388/4HM3OT,Qeios,0,2021,maybe,The abstract mentions osteoporotic patients but does not specify the age range.,no,"The abstract suggests including cancer patients (""cancer drugs""), which violates this criterion.",maybe,"The abstract mentions Denosumab, but does not specify if it is the oral administered form (Prolia), creating uncertainty about whether this criterion is met.",no,The abstract does not mention a control group of patients not taking anti-resorptive medications.,no,"While ONJ (osteonecrosis of the jaw) is mentioned, there is no clear indication of diagnostic criteria or specific dental procedures.",no,The abstract does not clearly state the study design. It appears to be a review or commentary rather than an original research study.,no,"No specific dental procedures or follow-up periods are mentioned, though it does reference a 2-year observation period.",no,"The abstract explicitly mentions ""limited sample size"" and suggests a need for a larger study, indicating the sample size is likely below 100 patients.",Exclude,"The abstract fails to meet multiple critical screening criteria, including insufficient sample size, unclear study design, and inclusion of cancer patients. Specific documentation of dental procedures, control groups, and precise diagnostic criteria are absent, rendering the text unsuitable for the intended research parameters. The text appears to be a commentary rather than a comprehensive research study addressing the specified screening requirements.",1.4
"Association between periodontal disease, tooth extraction and medication-related osteonecrosis of the jaw in women receiving bisphosphonates: A national cohort-based study.","Min-Jeong Kwoen, Jung-Hyun Park, Keun-Suh Kim, Jae-Ryun Lee, Jin-Woo Kim, Hong-Pyo Lee, Hyo-Jung Lee",10.1002/JPER.21-0611,https://doi.org/10.1002/JPER.21-0611,The Journal of Periodontology,13,2022,maybe,"The study includes women aged >50 years with osteoporosis, meeting the adult requirement, but it's not explicitly stated that all patients had diagnosed osteoporosis.",no,The abstract doesn't specify whether patients with cancer or bone metastases were excluded.,no,"The study examines bisphosphonates, not Denosumab (Prolia), which is a critical mismatch with the inclusion criteria.",no,"While the study compares groups with and without periodontal disease, it's not clear if there's a control group not taking anti-resorptive medications. All patients were taking bisphosphonates.",yes,The study reports MRONJ incidence with clear diagnostic criteria following dental procedures (tooth extraction).,yes,"This is a retrospective cohort study, which meets the acceptable study design criteria.",maybe,"While tooth extraction is documented, the follow-up period is not explicitly stated in the abstract (though the study period is 2010-2015).",yes,"The study includes 27,168 patients, well above the minimum requirement of 100.",Exclude,"The study fundamentally fails to meet the primary screening criterion of examining Denosumab, instead focusing on bisphosphonates. While demonstrating strengths in sample size, study design, and outcome reporting, the critical mismatch in medication type renders the study non-compliant with the specified inclusion criteria. Multiple secondary criteria remain partially or unclearly addressed, further complicating potential study inclusion.",1.4
Surgical Therapy for Bisphosphonate-Related Osteonecrosis of the Jaw: Six-Year Experience of a Single Institution.,"R. Lopes, G. Rabelo, A. Rocha, P. Carvalho, F. Alves",10.1016/j.joms.2015.01.008,https://doi.org/10.1016/j.joms.2015.01.008,Journal of oral and maxillofacial surgery,61,2015,yes,"The study population age range is 39-83 years (mean 65.6), meeting the adult population criterion.",no,"The abstract explicitly mentions that bisphosphonates are used for ""hypercalcemia of malignancy, and bone metastases,"" suggesting the study population includes cancer patients, which violates this criterion.",no,"The study examines bisphosphonates, not Denosumab (Prolia), which is explicitly stated in the abstract and is a critical mismatch with the inclusion criteria.",no,The abstract does not mention any control group. The study appears to focus only on patients with MRONJ who underwent surgery.,maybe,"While the study reports MRONJ outcomes with some diagnostic criteria, it focuses on surgical treatment outcomes rather than incidence following dental procedures.",yes,"The study is described as a retrospective study, which meets the acceptable study design criteria.",no,"While the study documents surgical interventions, it does not specifically document the dental procedures that led to MRONJ or specify follow-up periods for these procedures.",no,"The study includes only 33 patients, which is well below the required minimum of 100 patients.",Exclude,"The study fails key screening criteria by examining bisphosphonates instead of Denosumab, including a small sample size of 33 patients, and involving cancer patients. Multiple critical requirements are not met, including the absence of a control group and lack of specific documentation of dental procedures. These fundamental mismatches render the study ineligible for inclusion in the systematic review.",0.1
Medication-Related Osteonecrosis of the Mandible,G. Omami,10.1177/0145561320919574,https://doi.org/10.1177/0145561320919574,"Ear, nose, & throat journal",1,2020,maybe,"The abstract doesn't specify the age range of patients, so it's unclear if the study exclusively involves adult patients.",no,"The abstract specifically mentions patients with cancer and bone metastases, which violates this criterion.",maybe,"The abstract discusses denosumab, but not specifically Prolia for osteoporosis treatment. It mentions denosumab in the context of various conditions including cancer and osteoporosis, so the criterion is only partially met.",no,No control group is mentioned in the abstract.,no,"While the abstract discusses MRONJ and provides diagnostic criteria, it doesn't report specific incidence rates from a study. It only mentions general risk ranges (0.7% to 6.7%) from existing literature.",no,"This appears to be a review article or clinical overview rather than a primary research study, and it doesn't describe any specific study design.",no,"While dental procedures are mentioned (extractions, implant placement), this is in a general context rather than as part of a specific study with follow-up periods.",no,"The abstract does not mention any specific study population size, which is a critical missing element.",Exclude,"The abstract fails to meet multiple critical screening criteria, including lacking a specific study design, control group, and clear intervention documentation. It appears to be a review article discussing medication-related osteonecrosis of the jaw across various patient populations, including cancer patients, which disqualifies it from the systematic review. The document provides general clinical information but does not constitute a primary research study meeting the predefined screening requirements.",1.4
A study of peri-implant tissue clinical parameters in patients starting anti-osteoporosis medication after existing implant function: a prospective cohort study,"Keisuke Seki, Takaaki Tamagawa, Hiroyasu Yasuda, Soichiro Manaka, Daisuke Akita, Atsushi Kamimoto, Yoshiyuki Hagiwara",10.1186/s40729-024-00569-4,https://doi.org/10.1186/s40729-024-00569-4,International Journal of Implant Dentistry,0,2024,maybe,"While the study includes adults (35 male, 59 female), it doesn't explicitly confirm all patients are ≥18 years or have diagnosed osteoporosis.",maybe,The abstract doesn't specify whether patients with cancer or bone metastases were excluded.,no,"The abstract mentions ""anti-osteoporosis medications (AOMs)"" but does not specifically mention Denosumab/Prolia. This is a significant limitation as Elicit could not confirm if Denosumab was included in the AOM group.",yes,The study explicitly mentions a control group of patients not taking AOMs.,no,"While the study examines peri-implantitis and MRONJ, it doesn't clearly report MRONJ incidence with specific diagnostic criteria following dental procedures. The focus is more on clinical parameters like probing depth and bleeding.",yes,The study appears to be a prospective/retrospective cohort study comparing AOM users with controls.,no,The study focuses on implant maintenance treatment but doesn't specify dental procedures or follow-up periods for MRONJ assessment.,no,"The study includes 94 patients, which falls below the required minimum of 100 patients.",Include,"The study fails to meet several critical screening criteria, including specific medication type, required sample size, and clear MRONJ incidence reporting. Uncertainties exist regarding population characteristics and intervention documentation, which further compromise the study's alignment with the predefined screening requirements. Multiple significant limitations suggest the research does not sufficiently address the systematic review's specific parameters.",2.5
Medication-related osteonecrosis of the jaw (MRONJ): An update on the Memorial Sloan Kettering Cancer Center (MSKCC) experience and the role of Pre-medication Dental Evaluation in the prevention of MRONJ,"A. Owosho, S. T. Liang, Adi Z. Sax, Kant Wu, S. Yom, J. Huryn, C. Estilo",-,-,-,3,2020,no,"Elicit could not determine the age range of the study population or if the patients had diagnosed osteoporosis, as the provided information was a header or correspondence section rather than a proper scientific abstract.",no,"Elicit noted that the affiliation with Memorial Sloan Kettering Cancer Center suggests this may involve cancer patients, which would violate the criterion of the study population being free from cancer and bone metastases.",no,"Elicit could not determine if the study examined oral administered Denosumab (Prolia) for osteoporosis treatment, as the provided information was a header or correspondence section rather than a proper scientific abstract.",no,"Elicit could not determine if the study included a control group of patients not taking anti-resorptive medications, as the provided information was a header or correspondence section rather than a proper scientific abstract.",no,"Elicit could not determine if the study reported MRONJ incidence with clear diagnostic criteria following dental procedures, as the provided information was a header or correspondence section rather than a proper scientific abstract.",no,"Elicit could not determine the study design, as the provided information was a header or correspondence section rather than a proper scientific abstract.",no,"Elicit could not determine if the study documented specific dental procedures (extractions, periodontal surgery, implant placement, or prosthetic interventions) with a specified follow-up period, as the provided information was a header or correspondence section rather than a proper scientific abstract.",no,"Elicit could not determine the number of subjects involved in the study, as the provided information was a header or correspondence section rather than a proper scientific abstract.",Exclude,"The provided text is a publication header lacking substantive research details, rendering it impossible to assess any of the specified screening criteria. Critical information about medication type, subject size, study design, control group, outcome reporting, population characteristics, and intervention documentation is entirely absent. The cancer center affiliation suggests potential exclusion based on population type, further complicating potential study inclusion.",0.1
Patients' osteometabolic control improves the management of medication-related osteonecrosis of the jaw.,"G. Colapinto, R. Volpi, G. Forino, V. Tricarico, M. De Benedittis, R. Cortelazzi, T. Testori, M. Del Fabbro",10.1016/j.oooo.2017.10.015,https://doi.org/10.1016/j.oooo.2017.10.015,"Oral surgery, oral medicine, oral pathology and oral radiology",9,2018,no,"The population includes both osteoporosis and cancer patients, and the age range is not specified, so it does not exclusively involve adult osteoporosis patients.",no,"The study explicitly includes cancer patients (42 in the test group, 45 in the control), which fails to meet the criterion requiring a cancer-free population.",no,"The abstract mentions ""anti-resorptive drugs"" but does not specifically mention Denosumab/Prolia, which is a significant uncertainty that could exclude the paper.",no,"The control group includes patients who were also on anti-resorptive therapy, which does not meet the criterion of a control group free from anti-resorptive medications.",maybe,"The study reports ONJ outcomes with complications, but does not specifically focus on MRONJ following dental procedures, and the diagnostic criteria are not clearly specified.",yes,"The study is described as a ""prospective study"" with test and control groups, which meets the criterion for an acceptable study design.",maybe,"The study mentions a ""surgically treated region"" but does not specify dental procedures, and the follow-up period is documented (28 months), but it lacks specific documentation of dental procedures.",yes,"The study includes a total of 189 patients (95 test + 94 control), which meets the criterion of over 100 patients.",Include,"The study involves a mixed patient population with cancer and osteoporosis patients, which deviates from the specified screening criteria requiring an exclusively adult osteoporosis population. Critical methodological issues include a control group also on anti-resorptive therapy and lack of specific documentation of dental procedures, rendering the study non-compliant with multiple screening requirements. The absence of clear Denosumab specification and mixed patient demographics further compromise the study's alignment with the predefined screening criteria.",2.5
Mechanisms Underlying Medication-Related Osteonecrosis of the Jaw.,"Kyeongho Lee, Kihun Kim, June Yeon Kim, Jin-Woo Kim, Young-Hoon Kang, Yun Hak Kim, Sung-Jin Kim",10.1111/odi.15198,https://doi.org/10.1111/odi.15198,Oral Diseases,0,2024,maybe,"The abstract does not specify the age range of any study population, as this is a review paper.",maybe,The abstract does not specify whether the reviewed studies excluded cancer patients or those with bone metastases.,no,The abstract discusses anti-resorptive therapies in general but does not specifically mention Denosumab (Prolia). It's a review of MRONJ pathogenesis rather than a study of a specific medication.,no,"As a review paper, it does not include any control groups.",no,"While the paper discusses MRONJ, it does not report specific incidence rates or diagnostic criteria from primary research.",no,"This is a narrative review of literature, not a randomized controlled trial, cohort study, or case-control study.",no,"The paper does not document specific dental procedures or follow-up periods, as it is a review of pathogenesis rather than an intervention study.",no,"This is a narrative review paper, not a primary research study with patients. No subject size is mentioned.",Exclude,"This narrative review fails to meet multiple critical screening criteria, including specific medication type, subject size, study design, and outcome reporting. The paper is a theoretical exploration of MRONJ pathogenesis rather than a primary research study, rendering it ineligible for inclusion based on the predefined systematic review requirements.",0.1
A primary prevention strategy: oral hygiene and correct lifestyles  among patients at risk of developing drug-related osteonecrosis of the Jaw,"Giovanna Mosaico, C. Casu",10.32388/BGMWYJ,https://doi.org/10.32388/BGMWYJ,Qeios,1,2021,maybe,The abstract does not specify the age range of the population discussed.,no,"The abstract explicitly mentions both osteoporosis and bone cancer metastases patients, which violates the requirement for a cancer-free population.",no,"The abstract mentions denosumab, but discusses it alongside bisphosphonates and does not focus specifically on oral administered Denosumab (Prolia). It is a general review of MRONJ prevention and management, rather than a study focused on oral Denosumab.",no,There is no mention of control groups or comparative analysis.,no,"While MRONJ is discussed, the abstract does not present specific incidence data or diagnostic criteria following dental procedures.",no,"This appears to be a review article or treatise rather than a primary research study with any of the specified designs (randomized controlled trial, prospective/retrospective cohort study, or case-control study).",no,"While dental procedures are mentioned generally, there is no specific documentation of procedures or follow-up periods in a study context.",maybe,The abstract does not mention any specific study population size or patient numbers.,Exclude,"The abstract represents a review article on MRONJ prevention and management, failing to meet multiple critical screening criteria including specific study design, population characteristics, and intervention documentation. Key deficiencies include lack of a control group, absence of specific outcome reporting, and inclusion of cancer patients, which disqualify the text from meeting the predefined research study requirements. The document provides general clinical insights but does not constitute a primary research study suitable for the specified screening criteria.",0.1
Medication-related osteonecrosis of the jaw. Introduction of a new modified experimental model.,"Cláudia Curra, C. Cardoso, O. Ferreira, M. Curi, M. Matsumoto, B. Cavenago, P. Santos, J. Santiago",10.1590/S0102-865020160050000003,https://doi.org/10.1590/S0102-865020160050000003,Acta Cirurgica Brasileira,15,2016,no,"The study uses rats, not human adults, and this is a clear failure of this critical criterion.",no,"The study is an animal study, not applicable to the cancer/bone metastases criterion, and this is a clear failure of this critical criterion.",no,"The study uses zoledronic acid (intravenous), not oral Denosumab (Prolia), which is a clear failure of this critical criterion.",yes,"The study includes a control group (15 rats not receiving medication), and this criterion is met.",yes,"The study reports MRONJ incidence with clear diagnostic criteria, using clinical analysis, microtomography, and histological evaluation, and this criterion is met.",no,"This is an experimental animal study, which does not meet the required study designs (RCT, cohort, or case-control), and is a clear failure of this critical criterion.",yes,"The study documents the dental procedure (upper right central incisor extraction) and has specified follow-up periods (14/28/42 days), and this criterion is met.",no,"The study uses 45 rats (30 experimental + 15 control), which is well below the required 100 patients, and is a clear failure of this critical criterion.",Exclude,"This experimental animal study using zoledronic acid fails multiple critical screening criteria, including medication type, subject size, study design, and population type. The research involves rats rather than human patients, uses an intravenous medication instead of oral Denosumab, and has a sample size significantly below the required 100 patients. Consequently, the study does not meet the fundamental requirements for inclusion in the systematic review.",0.1
